title,episodes,country,premiere_year,final_year,seasons,Original Channel,technique,final_year_filled,run_years,title_clean,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,year_diff,rating_norm,seasons_norm,votes_norm,success_score,is_successful,toy_products,avg_stars,total_reviews,bought_last_month,match_reliable,has_merch,imdb_norm,merch_norm,reviews_norm,franchise_score,is_franchise,netflix_popularity,netflix_vote_avg,netflix_vote_count,netflix_duration,on_netflix,is_franchise_final,theme,yt_has_content,yt_top10_total_views,yt_top10_avg_views,yt_video_count,years_since_premiere,log_votes_per_year,genre_animation,genre_family,genre_comedy,genre_adventure,genre_action,on_streaming,netflix_pop_filled,log_yt_views,title_has_high_animal,title_has_hero_keyword,title_word_count,title_has_character,country_grouped_Australia,country_grouped_Brazil,country_grouped_Canada,country_grouped_Coproduction,country_grouped_France,country_grouped_Germany,country_grouped_Other,country_grouped_South Korea,country_grouped_Spain,country_grouped_United Kingdom,country_grouped_United States,technique_grouped_CGI,technique_grouped_Flash,technique_grouped_Flash/Traditional,technique_grouped_Other,technique_grouped_Stop Motion,technique_grouped_Stop-motion,technique_grouped_Toon Boom Harmony,technique_grouped_Traditional,technique_grouped_Traditional/Flash,era_Golden Age (85-96),era_Modern (97-09),era_Streaming Era (2010+),dash_prob
Stoppit and Tidyup,13,United Kingdom,1988.0,1988.0,1.0,BBC One,Traditional,1988.0,0.0,stoppit and tidyup,tt0426798,tvSeries,Stoppit and Tidyup,Stoppit and Tidyup,0.0,1988.0,1988.0,5.0,"Animation,Family,Short",7.5,145.0,0.0,0.7721518987341771,0.0,0.00019744218691,0.3089101200403983,0,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0,0,,1,1906422,190642,10,36.0,0.138433517269676,1,1,0,0,0,0,0.0,14.460739269318315,0,0,3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.0069988957
Stone Protectors,13,United States,1993.0,1993.0,1.0,Syndication,Traditional,1993.0,0.0,stone protectors,tt0189311,tvSeries,Stone Protectors,Stone Protectors,0.0,1993.0,,23.0,"Action,Animation,Family",6.6,61.0,0.0,0.6582278481012657,0.0,7.638274384110084e-05,0.2633102349264665,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0,0,,1,1060146,106014,10,31.0,0.13313336725951908,1,1,0,0,1,0,0.0,13.873918135718455,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.10223998
Stitch & Ai,13,China,2017.0,2017.0,1.0,"CCTV-1, CCTV-14","Traditional (3 episodes), Flash(?)",2017.0,0.0,stitch & ai,tt7664318,tvSeries,Stitch & Ai,An Ling Yu Shi Di Qi,0.0,2017.0,2017.0,23.0,"Action,Animation,Comedy",6.2,92.0,0.0,0.6075949367088607,0.0,0.0001210594430689,0.2430682395443115,0,0.0,,,0.0,,0,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0,0,,1,22031178,2203117,10,7.0,0.647514213307608,1,0,1,0,1,0,0.0,16.90796923527659,0,0,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.09249702
Station Zero,20,United States,1999.0,1999.0,1.0,MTV,Traditional,1999.0,0.0,station zero,tt0398572,tvSeries,Station Zero,Station Zero,0.0,1999.0,1999.0,30.0,"Animation,Comedy,Music",6.6,27.0,0.0,0.6582278481012657,0.0,2.738249307511162e-05,0.2632979848637751,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0,0,,1,1211712,121171,10,25.0,0.13328818040700816,1,0,1,0,0,0,0.0,14.007545618890294,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.03274465
Take Two with Phineas and Ferb,21,United States,2010.0,2013.0,1.0,Disney Channel,Traditional,2013.0,3.0,take two with phineas and ferb,tt1887491,tvSeries,Take Two with Phineas and Ferb,Take Two with Phineas and Ferb,0.0,2010.0,2011.0,2.0,"Animation,Comedy,Family",6.1,504.0,0.0,0.5949367088607593,0.0,0.000714827187645,0.238153390341215,0,0.0,,,0.0,,0,0.5949367088607593,0.0,0.0,0.1189873417721518,0,0.0,,,,0,0,,1,37812787,3781278,10,14.0,0.44461131637681145,1,1,1,0,0,0,0.0,17.448157910255254,0,0,6,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.07543139
Taina and the Amazon's Guardians,26,Brazil,2018.0,,1.0,Nickelodeon,CGI,2023.0,5.0,taina and the amazon's guardians,tt9560964,tvSeries,Taina and the Amazon's Guardians,Tainá e os Guardiões da Amazônia,0.0,2018.0,2022.0,23.0,Animation,8.8,75.0,0.0,0.9367088607594936,0.0,9.655931768591992e-05,0.3747076841332189,1,0.0,,,0.0,,0,0.9367088607594936,0.0,0.0,0.1873417721518987,1,0.0,,,,0,0,,1,3193570,319357,10,6.0,0.7217888900477218,1,0,0,0,0,0,0.0,14.97665028439673,0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.13691764
Sym-Bionic Titan,20,United States,2010.0,2011.0,1.0,Cartoon Network,Traditional,2011.0,1.0,sym-bionic titan,tt1709198,tvSeries,Sym-Bionic Titan,Sym-Bionic Titan,0.0,2010.0,2011.0,23.0,"Action,Adventure,Animation",8.1,3745.0,0.0,0.8481012658227846,0.0,0.0053857040327206,0.340586932337294,1,0.0,,,0.0,,0,0.8481012658227846,0.0,0.0,0.1696202531645569,1,30.293,8.444,162.0,1 Seasons,1,0,,1,38513040,3851304,10,14.0,0.5877459916431452,1,0,0,1,1,1,30.293,17.46650746917561,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.095492125
Sylvanian Families,13,United States,1987.0,1987.0,1.0,Syndication,Traditional,1987.0,0.0,sylvanian families,tt0854615,tvSeries,Sylvanian Families,Sylvanian Families,0.0,1987.0,1988.0,25.0,"Animation,Family,Fantasy",7.9,87.0,0.0,0.8227848101265822,0.0,0.0001138535238386,0.3291423874315925,1,8.0,4.61,0.0,50.0,True,1,0.8227848101265822,0.0010298661174047,0.0,0.165123388389889,1,0.0,,,,0,1,,1,236999757,23699975,10,37.0,0.12100910309400559,1,1,0,0,0,0,0.0,19.283569678001836,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.8606662
Sylvan,65,Spain,1995.0,1995.0,1.0,TV3,Traditional,1995.0,0.0,sylvan,tt3694782,tvSeries,Sylvan,Sylvan,0.0,1995.0,1996.0,23.0,"Adventure,Animation,Fantasy",7.0,81.0,0.0,0.7088607594936708,0.0,0.0001052064207622,0.2835706054026589,0,0.0,,,0.0,,0,0.7088607594936708,0.0,0.0,0.1417721518987341,0,0.0,,,,0,0,,1,26588543,2658854,10,29.0,0.15195583611256047,1,0,0,1,0,0,0.0,17.095991004292355,0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.005282386
Swamp Thing,5,United States,1990.0,1991.0,1.0,Fox Kids,Traditional,1991.0,1.0,swamp thing,tt0098919,tvSeries,Swamp Thing,Swamp Thing,0.0,1990.0,1993.0,30.0,"Horror,Sci-Fi",6.3,1223.0,0.0,0.6202531645569619,0.0,0.001751038372961,0.248539025416025,0,2.0,4.65,0.0,50.0,True,1,0.6202531645569619,0.0010298661174047,0.0,0.1246170592759649,0,0.0,,,,0,1,,1,27574351,2757435,10,34.0,0.20911410185506682,0,0,0,0,0,0,0.0,17.132396623281032,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.950914
Supernatural Academy,16,United States,2022.0,,1.0,Peacock,CGI,2023.0,1.0,supernatural academy,tt11237876,tvSeries,Supernatural Academy,Supernatural Academy,0.0,2022.0,2022.0,23.0,"Adventure,Animation,Drama",6.9,1231.0,0.0,0.6962025316455696,0.0,0.0017625678437295,0.2789216546191602,0,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,36.957,7.72,25.0,1 Seasons,1,0,,1,9525004,952500,10,2.0,3.5581970720467324,1,0,0,1,0,1,36.957,16.069431003911284,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,0.31494802
Superman,13,United States,1988.0,1988.0,1.0,CBS,Traditional,1988.0,0.0,superman,tt0213370,tvSeries,Superman,Superman,0.0,1988.0,1988.0,30.0,"Action,Adventure,Animation",7.0,1242.0,0.0,0.7088607594936708,0.0,0.0017784208660361,0.2839889090139774,0,0.0,,,0.0,,0,0.7088607594936708,0.0,0.0,0.1417721518987341,0,0.0,,,,0,0,,1,6527617542,652761754,10,36.0,0.197924530319742,1,0,0,1,1,0,0.0,22.59930786572893,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.003517134
Super Wish,10,Canada,2022.0,,1.0,YTV,Flash,2023.0,1.0,super wish,tt14779066,tvSeries,Super Wish,Super Wish,0.0,2022.0,,22.0,Animation,8.5,43.0,0.0,0.8987341772151897,0.0,5.0441434612047726e-05,0.3595062812447289,1,0.0,,,0.0,,0,0.8987341772151897,0.0,0.0,0.1797468354430379,1,35.705,0.0,0.0,1 Seasons,1,0,,1,289408515,28940851,10,2.0,1.8920948169591305,1,0,0,0,0,1,35.705,19.483349798128156,0,1,2,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.027073504
Super Mario World,13,Coproduction,1991.0,1992.0,1.0,NBC,Traditional,1992.0,1.0,super mario world,tt0167552,tvSeries,Super Mario World,Super Mario World,0.0,1991.0,1991.0,30.0,"Adventure,Animation,Comedy",6.5,1587.0,0.0,0.6455696202531644,0.0,0.0022756292929263,0.2587967554244974,0,5.0,4.62,0.0,500.0,True,1,0.6455696202531644,0.0102986611740473,0.0,0.1347781876963589,0,0.0,,,,0,1,,1,1909117249,190911724,10,33.0,0.22334032247900246,1,0,1,1,0,0,0.0,21.369906799395324,0,1,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.94315624
As Aventuras de Fujiwara Manchester,13,Brazil,2017.0,2017.0,1.0,TV Cultura,CGI,2017.0,0.0,as aventuras de fujiwara manchester,tt6776162,tvSeries,As Aventuras de Fujiwara Manchester,As Aventuras de Fujiwara Manchester,0.0,2017.0,,23.0,Animation,8.2,49.0,0.0,0.8607594936708859,0.0,5.908853768839877e-05,0.3443185696027764,1,0.0,,,0.0,,0,0.8607594936708859,0.0,0.0,0.1721518987341772,1,0.0,,,,0,0,,1,152834,15283,10,7.0,0.558860429346878,1,0,0,0,0,0,0.0,11.937114187076496,0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.09673268
Argai: The Prophecy,26,France,2000.0,2000.0,1.0,TFI,Traditional,2000.0,0.0,argai: the prophecy,tt0443301,tvSeries,Argai: The Prophecy,Argaï: La prophétie,0.0,2000.0,2001.0,24.0,"Adventure,Animation,Sci-Fi",8.0,267.0,0.0,0.8354430379746834,0.0,0.0003732666161291,0.3342705318439057,1,0.0,,,0.0,,0,0.8354430379746834,0.0,0.0,0.1670886075949367,1,0.0,,,,0,0,,1,3538599,353859,10,24.0,0.232957790854619,1,0,0,1,0,0,0.0,15.07924172666104,0,0,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.051500555
Archie's Weird Mysteries,40,Coproduction,1999.0,2000.0,1.0,"PAX, M6",Traditional,2000.0,1.0,archie's weird mysteries,tt0229878,tvSeries,Archie's Weird Mysteries,Archie's Weird Mysteries,0.0,1999.0,2000.0,30.0,"Action,Adventure,Animation",7.3,958.0,0.0,0.7468354430379746,0.0,0.0013691246537555,0.2990764583786287,0,0.0,,,0.0,,0,0.7468354430379746,0.0,0.0,0.1493670886075949,0,0.0,,,,0,0,,1,6124096,612409,10,25.0,0.27463564299533755,1,0,0,1,1,0,0.0,15.627741874954976,0,0,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.117018044
Archibald the Koala,52,Ireland,1998.0,2000.0,1.0,RTE,Traditional,2000.0,2.0,archibald the koala,tt2435022,tvSeries,Archibald the Koala,Archibald the Koala,0.0,1998.0,2000.0,23.0,"Adventure,Animation,Family",7.8,74.0,0.0,0.8101265822784809,0.0,9.511813383986144e-05,0.3240744124448523,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,0.0,,,,0,0,,1,519801,51980,10,26.0,0.16605723513601192,1,1,0,1,0,0,0.0,13.16120324881583,0,0,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.03425741
Arcane,9,United States,2021.0,,1.0,Netflix,CGI,2023.0,2.0,arcane,tt11126994,tvSeries,Arcane,Arcane: League of Legends,0.0,2021.0,2024.0,40.0,"Action,Adventure,Animation",9.0,443021.0,0.0,0.962025316455696,0.0,0.6384631791939172,0.5444259213807577,1,0.0,,,0.0,,0,0.962025316455696,0.0,0.0,0.1924050632911392,1,191.815,8.8,4932.0,1 Seasons,1,0,,1,1184614735,118461473,10,3.0,4.333791569731245,1,0,0,1,1,1,191.815,20.89268344137184,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,0.06374453
The World of Tosh,26,Sweden,2002.0,2003.0,1.0,"SVT1, SVT2",Traditional,2003.0,1.0,the world of tosh,tt0386992,tvSeries,The World of Tosh,Sune och hans värld,0.0,2002.0,,30.0,"Animation,Comedy,Family",6.4,111.0,0.0,0.6329113924050632,0.0,0.000148441936144,0.2532016674460612,0,6.0,4.57,247.0,350.0,True,1,0.6329113924050632,0.0072090628218331,0.0021375657712545,0.1310816544758345,0,0.0,,,,0,1,,1,71206,7120,10,22.0,0.21447722142250428,1,1,1,0,0,0,0.0,11.173346407174245,0,0,4,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.83980525
Junglies,13,United Kingdom,1992.0,1993.0,1.0,"Cartoon Network, BabyFirstTV",Traditional,1993.0,1.0,junglies,tt1784050,tvSeries,Junglies,Junglies,0.0,1991.0,,5.0,"Animation,Drama,Family",8.4,29.0,1.0,0.8860759493670886,0.0,3.026486076722864e-05,0.3544379459620272,1,0.0,,,0.0,,0,0.8860759493670886,0.0,0.0,0.1772151898734177,1,0.0,,,,0,0,,1,728454,72845,10,32.0,0.10628741817694236,1,1,0,0,0,0,0.0,13.498681131947665,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.0011990309
Talking Tom Heroes,52 (50 released so far),Coproduction,2019.0,,1.0,YouTube,Flash,2023.0,4.0,talking tom heroes,tt12929402,tvSeries,Talking Tom Heroes,Talking Tom Heroes,0.0,2019.0,2021.0,22.0,"Animation,Comedy",6.7,35.0,0.0,0.670886075949367,0.0,3.891196384357968e-05,0.2683641583707077,0,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,0.0,,,,0,0,,1,2330816557,233081655,10,5.0,0.716703787691222,1,0,1,0,0,0,0.0,21.569484497206588,0,0,3,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.050309505
Talking Friends,10,United States,2012.0,2012.0,1.0,YouTube,CGI,2012.0,0.0,talking friends,tt4448216,tvSeries,Talking Friends,Talking Friends,0.0,2012.0,2012.0,23.0,Animation,7.7,109.0,0.0,0.7974683544303797,0.0,0.0001455595684519,0.3190237316642648,0,2.0,4.4,0.0,0.0,True,1,0.7974683544303797,0.0,0.0,0.1594936708860759,1,0.0,,,,0,0,,1,8051103993,805110399,10,12.0,0.39170669714936807,1,0,0,0,0,0,0.0,22.809075061085565,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,0.07212931
TaleSpin,65,United States,1990.0,1991.0,1.0,"The Disney Channel, Syndication",Traditional,1991.0,1.0,talespin,tt0098924,tvSeries,TaleSpin,TaleSpin,0.0,1990.0,1991.0,30.0,"Action,Adventure,Animation",7.5,17145.0,0.0,0.7721518987341771,0.0,0.0246975675699046,0.315035151386147,0,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0,0,,1,143523446,14352344,10,34.0,0.28675059380113826,1,0,0,1,1,0,0.0,18.782008973544873,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.004963969
Angry Birds Blues,30,Finland,2017.0,2017.0,1.0,Toons.TV,CGI,2017.0,0.0,angry birds blues,tt6613034,tvSeries,Angry Birds Blues,Angry Birds Blues,0.0,2017.0,2022.0,2.0,"Adventure,Animation,Comedy",6.5,325.0,0.0,0.6455696202531644,0.0,0.0004568552792005,0.2583420619210659,0,0.0,,,0.0,,0,0.6455696202531644,0.0,0.0,0.1291139240506329,0,0.0,,,,0,0,,1,1673550750,167355075,10,7.0,0.8266996259095297,1,0,1,1,0,0,0.0,21.238213404418147,0,0,3,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.09595622
Angelmouse,26,United Kingdom,1999.0,2000.0,1.0,"CBBC, CBeebies, Cartoonito",Traditional,2000.0,1.0,angelmouse,tt0273329,tvSeries,Angelmouse,Angelmouse,0.0,1999.0,2000.0,5.0,"Animation,Family,Fantasy",7.3,49.0,0.0,0.7468354430379746,0.0,5.908853768839877e-05,0.2987489493496119,0,0.0,,,0.0,,0,0.7468354430379746,0.0,0.0,0.1493670886075949,0,0.0,,,,0,0,,1,293877,29387,10,25.0,0.15648092021712584,1,1,0,0,0,0,0.0,12.590919994212213,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0014710277
Anatole,26,Canada,1998.0,2000.0,1.0,CBS,Traditional,2000.0,2.0,anatole,tt0209536,tvSeries,Anatole,Anatole,0.0,1998.0,1999.0,30.0,"Animation,Family",7.4,59.0,0.0,0.7594936708860759,0.0,7.350037614898383e-05,0.3038158434484676,0,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0,0,,1,1620484,162048,10,26.0,0.15747479085469618,1,1,0,0,0,0,0.0,14.298236045118554,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.003190781
The Super Mario Bros. Super Show!,65,United States,1989.0,1990.0,1.0,Syndication,Traditional,1990.0,1.0,the super mario bros. super show!,tt0096707,tvSeries,The Super Mario Bros. Super Show!,The Super Mario Bros. Super Show!,0.0,1989.0,1989.0,30.0,"Action,Adventure,Animation",6.3,5399.0,0.0,0.6202531645569619,0.0,0.0077694221141014,0.2500436213513101,0,16.0,3.5,503.0,5950.0,True,1,0.6202531645569619,0.1225540679711637,0.004353018554417,0.1925436249341367,1,0.0,,,,0,1,,1,993806244,99380624,10,35.0,0.24554726378721048,1,0,0,1,1,0,0.0,20.717052821073306,0,1,6,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.88138324
Alva's World,TBA,Ireland,2021.0,2021.0,1.0,"Netflix (United States), RTÉjr (Ireland)",Traditional,2021.0,0.0,alva's world,tt15568818,tvSeries,Alva's World,Alva's World,0.0,2021.0,,23.0,Animation,8.1,15.0,0.0,0.8481012658227846,0.0,1.0088286922409543e-05,0.3392430284008444,1,0.0,,,0.0,,0,0.8481012658227846,0.0,0.0,0.1696202531645569,1,0.0,,,,0,0,,1,676280,67628,10,3.0,0.9241962407465937,1,0,0,0,0,0,0.0,13.42436394912728,0,0,2,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.13626795
The Summoner,6,United States,2021.0,,1.0,Syfy,Flash,2023.0,2.0,the summoner,tt13018040,tvSeries,The Summoner,The Summoner,0.0,2021.0,,23.0,"Animation,Comedy,Short",6.2,22.0,0.0,0.6075949367088607,0.0,2.0176573844819093e-05,0.2430430188270054,0,0.0,,,0.0,,0,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0,0,,1,132961055,13296105,10,3.0,1.0451647386430498,1,0,1,0,0,0,0.0,18.70556683127814,0,0,2,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.070962526
Anne of Green Gables: The Animated Series,26,Canada,2001.0,2002.0,1.0,PBS Kids,Traditional,2002.0,1.0,anne of green gables: the animated series,tt0283705,tvSeries,Anne of Green Gables: The Animated Series,Anne of Green Gables: The Animated Series,0.0,2001.0,,23.0,"Animation,Drama,Family",6.4,252.0,0.0,0.6329113924050632,0.0,0.0003516488584382,0.2532524691766348,0,0.0,,,0.0,,0,0.6329113924050632,0.0,0.0,0.1265822784810126,0,0.0,,,,0,0,,1,27897844,2789784,10,23.0,0.24058215168380523,1,1,0,0,0,0,0.0,17.14406000366505,0,0,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.06753821
Anna & Friends,78,France,2022.0,,1.0,France 5,CGI,2023.0,1.0,anna & friends,tt22795410,tvSeries,Anna & Friends,Anna & Friends,0.0,2022.0,,23.0,Animation,7.6,17.0,0.0,0.7848101265822783,0.0,1.2970654614526556e-05,0.313927293296565,0,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,0.0,,,,0,0,,1,2172481376,217248137,10,2.0,1.4451858789480823,1,0,0,0,0,0,0.0,21.49913584291518,0,0,3,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.024681276
The Wacky World of Tex Avery,65,Coproduction,1997.0,1997.0,1.0,"Syndication, M6",Traditional,1997.0,0.0,the wacky world of tex avery,tt0136680,tvSeries,The Wacky World of Tex Avery,The Wacky World of Tex Avery,0.0,1997.0,1998.0,30.0,"Animation,Comedy,Family",4.8,697.0,0.0,0.430379746835443,0.0,0.0009929756699343,0.1724001426516608,0,0.0,,,0.0,,0,0.430379746835443,0.0,0.0,0.0860759493670886,0,0.0,,,,0,0,,1,4493160,449316,10,27.0,0.24252663343564343,1,1,1,0,0,0,0.0,15.3180670209291,0,0,6,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.10588968
The VeggieTales Show,8,United States,2019.0,,1.0,TBNWTIU,CGI,2023.0,4.0,the veggietales show,tt10233662,tvSeries,The VeggieTales Show,The VeggieTales Show,0.0,2019.0,2022.0,23.0,"Animation,Comedy,Family",7.6,116.0,0.0,0.7848101265822783,0.0,0.0001556478553743,0.3139629625967549,0,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,0.0,,,,0,0,,1,123922532,12392253,10,5.0,0.9524347869595513,1,1,1,0,0,0,0.0,18.635167194470824,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,0.03954512
The Unstoppable Yellow Yeti,50,Coproduction,2022.0,,1.0,"Disney Channel, Yle Areena",Toon-Boom,2023.0,1.0,the unstoppable yellow yeti,tt15510220,tvSeries,The Unstoppable Yellow Yeti,The Unstoppable Yellow Yeti,0.0,2022.0,,11.0,"Adventure,Animation,Comedy",7.3,67.0,0.0,0.7468354430379746,0.0,8.502984691745187e-05,0.2987554346769192,0,0.0,,,0.0,,0,0.7468354430379746,0.0,0.0,0.1493670886075949,0,31.421,4.5,2.0,1 Seasons,1,0,,1,595058,59505,10,2.0,2.1097538525880535,1,0,1,1,0,1,31.421,13.296415839275637,0,0,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.033621516
The Treacle People,13,United Kingdom,1996.0,1997.0,1.0,CITV,Traditional,1997.0,1.0,the treacle people,tt0862631,tvSeries,The Treacle People,The Treacle People,0.0,1996.0,1997.0,10.0,"Animation,Comedy,Family",8.7,39.0,0.0,0.924050632911392,0.0,4.46766992278137e-05,0.3696314223393638,1,0.0,,,0.0,,0,0.924050632911392,0.0,0.0,0.1848101265822784,1,0.0,,,,0,0,,1,124953,12495,10,28.0,0.13174569478978343,1,1,1,0,0,0,0.0,11.735700948555822,0,0,3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.006132765
